timestamp,open,high,low,close,volume
2021-01-08 18:06:00,1807.22,1807.22,1807.22,1807.22,100
2021-01-08 16:54:00,1809.7,1809.7,1809.7,1809.7,342
2021-01-08 16:46:00,1810.5,1810.5,1810.5,1810.5,362
2021-01-08 16:44:00,1810.5,1810.5,1810.5,1810.5,152
2021-01-08 16:37:00,1809.12,1809.12,1809.12,1809.12,100
2021-01-08 16:19:00,1808.0,1808.0,1808.0,1808.0,588
2021-01-08 16:15:00,1807.21,1807.21,1807.21,1807.21,199
2021-01-08 16:11:00,1806.9389,1806.9389,1806.9389,1806.9389,585
2021-01-08 16:05:00,1810.0,1810.0,1810.0,1810.0,188
2021-01-08 16:04:00,1807.21,1807.21,1807.21,1807.21,8552
2021-01-08 16:03:00,1807.21,1807.21,1807.21,1807.21,4285
2021-01-08 16:02:00,1807.21,1807.21,1807.21,1807.21,9090
2021-01-08 16:01:00,1807.21,1807.21,1807.21,1807.21,21260
2021-01-08 16:00:00,1806.66,1808.39,1806.08,1807.21,43263
2021-01-08 15:59:00,1806.665,1807.22,1806.35,1806.8,17380
2021-01-08 15:58:00,1806.73,1807.43,1806.11,1806.61,14180
2021-01-08 15:57:00,1803.73,1806.335,1803.73,1806.335,13969
2021-01-08 15:56:00,1803.08,1805.0,1802.01,1803.74,17501
2021-01-08 15:55:00,1809.19,1809.56,1803.26,1803.37,34237
2021-01-08 15:54:00,1807.48,1809.55,1807.48,1808.42,13607
2021-01-08 15:53:00,1808.2,1809.84,1807.03,1807.03,15875
2021-01-08 15:52:00,1807.48,1808.07,1806.745,1808.07,12377
2021-01-08 15:51:00,1804.27,1807.88,1804.27,1806.9,12757
2021-01-08 15:50:00,1803.93,1805.7,1803.14,1804.91,14615
2021-01-08 15:49:00,1806.73,1806.795,1802.78,1803.59,15954
2021-01-08 15:48:00,1806.24,1807.0,1805.15,1806.87,10247
2021-01-08 15:47:00,1803.99,1806.43,1803.68,1806.2,12789
2021-01-08 15:46:00,1804.365,1804.92,1802.6155,1804.12,10782
2021-01-08 15:45:00,1805.71,1806.29,1805.0,1805.3025,9151
2021-01-08 15:44:00,1805.46,1806.27,1805.01,1805.995,8263
2021-01-08 15:43:00,1805.6,1806.06,1804.83,1805.63,7814
2021-01-08 15:42:00,1804.92,1806.15,1804.384,1805.25,7871
2021-01-08 15:41:00,1804.92,1805.39,1804.39,1804.615,3719
2021-01-08 15:40:00,1806.21,1806.26,1804.975,1805.16,8769
2021-01-08 15:39:00,1804.135,1807.01,1804.135,1806.3175,14519
