timestamp,open,high,low,close,volume
2021-01-08 20:00:00,867.5,867.6,867.25,867.5,12863
2021-01-08 19:59:00,867.75,867.75,867.25,867.6,6391
2021-01-08 19:58:00,867.5,868.0,867.3,867.67,8277
2021-01-08 19:57:00,867.25,867.95,867.25,867.62,9319
2021-01-08 19:56:00,867.0,867.25,866.98,867.25,11879
2021-01-08 19:55:00,867.1,867.2,867.0,867.0,3768
2021-01-08 19:54:00,866.8,867.25,866.8,867.25,4342
2021-01-08 19:53:00,867.0,867.05,866.63,866.76,4931
2021-01-08 19:52:00,867.69,867.69,867.0,867.0,4132
2021-01-08 19:51:00,867.5,867.5,867.22,867.27,2137
2021-01-08 19:50:00,867.71,867.9999,867.15,867.69,3274
2021-01-08 19:49:00,867.99,868.14,867.99,868.14,873
2021-01-08 19:48:00,867.96,868.0,867.7,867.7,1714
2021-01-08 19:47:00,868.45,868.45,868.0,868.0,2918
2021-01-08 19:46:00,868.49,868.4999,868.0,868.0001,1982
2021-01-08 19:45:00,868.0,868.03,867.8,868.03,1068
2021-01-08 19:44:00,867.98,867.98,867.77,867.77,930
2021-01-08 19:43:00,867.9999,867.9999,867.89,867.89,929
2021-01-08 19:41:00,869.1,869.1,868.0,868.0,3275
2021-01-08 19:40:00,868.6999,869.4,868.59,869.0,6079
2021-01-08 19:39:00,868.12,868.7,868.12,868.7,2649
2021-01-08 19:38:00,867.9,868.17,867.9,868.17,740
2021-01-08 19:37:00,868.25,868.31,867.58,867.58,4373
2021-01-08 19:36:00,868.0,868.75,868.0,868.75,2515
2021-01-08 19:35:00,867.3,868.0,867.3,868.0,3155
2021-01-08 19:34:00,867.1,867.3,867.1,867.22,1808
2021-01-08 19:33:00,867.55,867.59,867.0,867.1,5208
2021-01-08 19:32:00,867.21,867.4,867.1,867.11,1901
2021-01-08 19:31:00,867.51,867.51,867.31,867.31,935
2021-01-08 19:30:00,868.8999,868.8999,868.0,868.0,2651
2021-01-08 19:29:00,869.5,869.5,868.98,868.9999,1395
2021-01-08 19:28:00,868.7,869.5,868.7,869.5,2129
2021-01-08 19:27:00,867.5,868.73,867.5,868.7,3656
2021-01-08 19:26:00,866.9,867.9,866.9,867.9,1266
2021-01-08 19:25:00,866.9,866.9,866.76,866.76,1955
2021-01-08 19:24:00,867.07,867.07,866.5,866.53,2957
2021-01-08 19:23:00,867.8,868.0,867.15,867.5,2309
2021-01-08 19:22:00,866.8,867.37,866.8,867.3,2141
2021-01-08 19:21:00,867.51,867.51,866.9,866.9,1208
2021-01-08 19:20:00,866.69,868.0,866.69,867.89,4506
2021-01-08 19:19:00,867.0,867.25,867.0,867.0,4475
2021-01-08 19:18:00,868.88,868.88,866.8,867.0,10290
2021-01-08 19:17:00,870.01,870.05,868.0,868.0,10441
2021-01-08 19:16:00,871.0,871.0,870.0,870.0,2101
2021-01-08 19:15:00,871.64,872.0,871.5,871.78,6646
