timestamp,open,high,low,close,volume
2021-01-08 19:56:00,216.4199,216.4199,216.4199,216.4199,151
2021-01-08 19:03:00,215.87,215.87,215.87,215.87,947
2021-01-08 18:05:00,216.28,216.28,216.28,216.28,465
2021-01-08 17:49:00,216.1,216.1,216.1,216.1,504
2021-01-08 17:35:00,216.2,216.2,216.2,216.2,401
2021-01-08 17:10:00,216.3,216.3,216.3,216.3,509
2021-01-08 17:00:00,216.12,216.12,216.12,216.12,486
2021-01-08 16:51:00,216.1,216.1,216.1,216.1,923
2021-01-08 16:50:00,216.1,216.1,216.1,216.1,601
2021-01-08 16:42:00,216.11,216.11,216.1,216.1,251
2021-01-08 16:40:00,216.06,216.06,216.06,216.06,126
2021-01-08 16:37:00,216.01,216.01,216.01,216.01,12798
2021-01-08 16:15:00,215.87,215.87,215.87,215.87,2569
2021-01-08 16:11:00,215.8376,215.87,215.8376,215.8376,2862
2021-01-08 16:04:00,215.87,215.87,215.87,215.87,24755
2021-01-08 16:03:00,215.87,215.87,215.87,215.87,15896
2021-01-08 16:02:00,215.87,215.87,215.87,215.87,1852
2021-01-08 16:01:00,215.87,216.43,215.87,215.87,29585
2021-01-08 16:00:00,215.99,216.01,215.65,215.87,93258
2021-01-08 15:59:00,215.86,215.99,215.85,215.99,29142
2021-01-08 15:58:00,215.775,215.87,215.76,215.86,22221
2021-01-08 15:57:00,215.71,215.82,215.65,215.775,21844
2021-01-08 15:56:00,215.86,215.9,215.7,215.724,23572
2021-01-08 15:55:00,215.84,215.93,215.84,215.895,14306
2021-01-08 15:54:00,215.75,215.85,215.7414,215.83,12735
2021-01-08 15:53:00,215.72,215.79,215.7,215.76,13587
2021-01-08 15:52:00,215.895,215.8999,215.7,215.7,15537
2021-01-08 15:51:00,215.98,216.12,215.86,215.91,13921
2021-01-08 15:50:00,215.98,216.08,215.96,216.01,19488
2021-01-08 15:49:00,215.9,215.97,215.87,215.97,9578
2021-01-08 15:48:00,215.89,215.9,215.82,215.88,6249
2021-01-08 15:47:00,215.855,215.89,215.82,215.89,10384
2021-01-08 15:46:00,215.81,215.88,215.79,215.88,10170
2021-01-08 15:45:00,215.79,215.81,215.7373,215.81,6460
2021-01-08 15:44:00,215.8,215.91,215.76,215.76,27209
2021-01-08 15:43:00,215.78,215.86,215.78,215.83,8177
2021-01-08 15:42:00,215.8858,215.89,215.78,215.78,7094
2021-01-08 15:41:00,215.88,215.895,215.82,215.895,5095
2021-01-08 15:40:00,215.94,215.94,215.86,215.87,7577
2021-01-08 15:39:00,215.88,215.97,215.88,215.94,8996
2021-01-08 15:38:00,215.83,215.91,215.794,215.91,8660
2021-01-08 15:37:00,215.8,215.8,215.73,215.79,5081
2021-01-08 15:36:00,215.85,215.87,215.705,215.8134,8709
2021-01-08 15:35:00,215.82,215.86,215.78,215.86,5571
2021-01-08 15:34:00,215.84,215.86,215.77,215.82,5055
2021-01-08 15:33:00,215.795,215.83,215.79,215.82,4130
2021-01-08 15:32:00,215.83,215.85,215.79,215.795,6862
2021-01-08 15:31:00,215.77,215.93,215.77,215.855,7444
2021-01-08 15:30:00,215.74,215.79,215.74,215.755,2618
2021-01-08 15:29:00,215.73,215.76,215.67,215.745,5741
2021-01-08 15:28:00,215.635,215.72,215.635,215.705,5586
2021-01-08 15:27:00,215.63,215.65,215.63,215.635,1469
2021-01-08 15:26:00,215.63,215.68,215.59,215.62,5063
2021-01-08 15:25:00,215.645,215.6699,215.61,215.63,3030
2021-01-08 15:24:00,215.59,215.63,215.555,215.63,2911
2021-01-08 15:23:00,215.605,215.605,215.54,215.575,3963
2021-01-08 15:22:00,215.53,215.64,215.48,215.61,4626
2021-01-08 15:21:00,215.575,215.66,215.55,215.57,3062
2021-01-08 15:20:00,215.57,215.629,215.56,215.59,2713
2021-01-08 15:19:00,215.5,215.6,215.5,215.6,2432
2021-01-08 15:18:00,215.68,215.7,215.57,215.57,4065
2021-01-08 15:17:00,215.63,215.64,215.6,215.608,2548
2021-01-08 15:16:00,215.58,215.7,215.58,215.7,3132
2021-01-08 15:15:00,215.575,215.58,215.54,215.575,9264
2021-01-08 15:14:00,215.53,215.64,215.51,215.62,4246
2021-01-08 15:13:00,215.58,215.58,215.445,215.54,5571
2021-01-08 15:12:00,215.555,215.68,215.555,215.6,5632
2021-01-08 15:11:00,215.52,215.52,215.45,215.51,4873
2021-01-08 15:10:00,215.6399,215.64,215.56,215.56,4988
2021-01-08 15:09:00,215.52,215.56,215.5,215.56,3196
2021-01-08 15:08:00,215.53,215.57,215.5,215.525,6706
2021-01-08 15:07:00,215.48,215.55,215.47,215.55,4123
2021-01-08 15:06:00,215.44,215.52,215.415,215.48,9691
2021-01-08 15:05:00,215.42,215.42,215.35,215.41,5076
2021-01-08 15:04:00,215.4,215.44,215.36,215.36,2358
2021-01-08 15:03:00,215.42,215.4434,215.37,215.425,4494
2021-01-08 15:02:00,215.3,215.45,215.3,215.45,3003
2021-01-08 15:01:00,215.2,215.3,215.2,215.3,4769
2021-01-08 15:00:00,215.25,215.26,215.2,215.26,2761
2021-01-08 14:59:00,215.245,215.245,215.17,215.2,2161
2021-01-08 14:58:00,215.32,215.32,215.25,215.28,3119
2021-01-08 14:57:00,215.305,215.35,215.28,215.33,7414
2021-01-08 14:56:00,215.28,215.31,215.28,215.31,2344
2021-01-08 14:55:00,215.37,215.37,215.27,215.27,4722
2021-01-08 14:54:00,215.385,215.41,215.3835,215.4,2363
2021-01-08 14:53:00,215.42,215.44,215.3913,215.4,1674
2021-01-08 14:52:00,215.45,215.45,215.39,215.41,2775
2021-01-08 14:51:00,215.29,215.45,215.26,215.45,5316
2021-01-08 14:50:00,215.2369,215.26,215.2,215.26,4631
2021-01-08 14:49:00,215.04,215.235,215.04,215.235,5320
2021-01-08 14:48:00,215.1,215.1,215.002,215.03,5255
2021-01-08 14:47:00,214.96,215.08,214.94,215.08,2189
2021-01-08 14:46:00,215.0,215.0,214.91,214.935,4750
2021-01-08 14:45:00,214.93,215.04,214.93,214.975,2933
2021-01-08 14:44:00,215.06,215.06,214.93,214.93,2239
2021-01-08 14:43:00,215.16,215.18,215.01,215.06,3786
2021-01-08 14:42:00,215.165,215.205,215.12,215.14,2598
2021-01-08 14:41:00,215.214,215.214,215.1218,215.1218,3192
2021-01-08 14:40:00,215.22,215.25,215.15,215.15,2241
2021-01-08 14:39:00,215.1878,215.27,215.1878,215.27,479
2021-01-08 14:38:00,215.0949,215.0949,215.0716,215.0716,582
2021-01-08 14:37:00,215.08,215.11,214.99,215.11,2741
2021-01-08 14:36:00,215.165,215.26,215.08,215.08,4045
2021-01-08 14:35:00,215.22,215.24,215.185,215.1967,1318
2021-01-08 14:34:00,215.12,215.23,215.11,215.205,2324
2021-01-08 14:33:00,215.1698,215.1698,215.06,215.06,1173
2021-01-08 14:32:00,215.18,215.18,215.129,215.16,870
2021-01-08 14:31:00,215.13,215.19,215.03,215.14,4065
2021-01-08 14:30:00,215.17,215.17,215.105,215.15,1804
2021-01-08 14:29:00,215.14,215.25,215.09,215.15,5892
2021-01-08 14:28:00,214.87,215.1,214.87,215.0916,6068
2021-01-08 14:27:00,214.973,214.973,214.87,214.87,3400
2021-01-08 14:26:00,214.89,214.93,214.84,214.9299,3056
2021-01-08 14:25:00,214.9468,215.01,214.9,215.01,2603
2021-01-08 14:24:00,214.935,214.94,214.935,214.94,950
2021-01-08 14:23:00,214.9301,214.96,214.88,214.93,3005
2021-01-08 14:22:00,214.875,214.98,214.84,214.975,2815
2021-01-08 14:21:00,214.925,214.96,214.82,214.91,2722
2021-01-08 14:20:00,215.0,215.0,214.93,214.95,6538
2021-01-08 14:19:00,214.9,215.01,214.9,214.965,2158
2021-01-08 14:18:00,214.88,214.9,214.85,214.85,1471
2021-01-08 14:17:00,214.9199,214.9199,214.8,214.8,1280
2021-01-08 14:16:00,214.91,214.93,214.875,214.93,2134
2021-01-08 14:15:00,214.92,214.92,214.8869,214.8869,2157
2021-01-08 14:14:00,214.99,214.99,214.97,214.97,1598
2021-01-08 14:13:00,215.0,215.06,214.95,215.05,3825
2021-01-08 14:12:00,215.13,215.13,215.025,215.04,7633
